id,薬価コード,成分名,商品名,薬効分類コード,成分グループ,剤形コード,規格番号,銘柄番号,check_digit,規格,先発後発区分,削除フラグ
7393,8119002F8023,オキシコドン塩酸塩水和物,オキシコドン錠２０ｍｇＮＸ「第一三共」,8119,2,F,8,2,3,２０ｍｇ１錠,後発,False
7394,8119002G5020,オキシコドン塩酸塩水和物,オキシコンチンＴＲ錠５ｍｇ,8119,2,G,5,2,0,５ｍｇ１錠,先発,False
7395,8119002G5038,オキシコドン塩酸塩水和物,オキシコドン徐放錠５ｍｇＮＸ「第一三共」,8119,2,G,5,3,8,５ｍｇ１錠,その他,False
7396,8119002G6026,オキシコドン塩酸塩水和物,オキシコンチンＴＲ錠１０ｍｇ,8119,2,G,6,2,6,１０ｍｇ１錠,先発,False
7397,8119002G6034,オキシコドン塩酸塩水和物,オキシコドン徐放錠１０ｍｇＮＸ「第一三共」,8119,2,G,6,3,4,１０ｍｇ１錠,その他,False
7398,8119002G7022,オキシコドン塩酸塩水和物,オキシコンチンＴＲ錠２０ｍｇ,8119,2,G,7,2,2,２０ｍｇ１錠,先発,False
7399,8119002G7030,オキシコドン塩酸塩水和物,オキシコドン徐放錠２０ｍｇＮＸ「第一三共」,8119,2,G,7,3,0,２０ｍｇ１錠,その他,False
7400,8119002G8029,オキシコドン塩酸塩水和物,オキシコンチンＴＲ錠４０ｍｇ,8119,2,G,8,2,9,４０ｍｇ１錠,先発,False
7401,8119002G8037,オキシコドン塩酸塩水和物,オキシコドン徐放錠４０ｍｇＮＸ「第一三共」,8119,2,G,8,3,7,４０ｍｇ１錠,その他,False
7402,8119002N1023,オキシコドン塩酸塩水和物,オキシコドン徐放カプセル５ｍｇ「テルモ」,8119,2,N,1,2,3,５ｍｇ１カプセル,その他,False
7403,8119002N2020,オキシコドン塩酸塩水和物,オキシコドン徐放カプセル１０ｍｇ「テルモ」,8119,2,N,2,2,0,１０ｍｇ１カプセル,その他,False
7404,8119002N3026,オキシコドン塩酸塩水和物,オキシコドン徐放カプセル２０ｍｇ「テルモ」,8119,2,N,3,2,6,２０ｍｇ１カプセル,その他,False
7405,8119002N4022,オキシコドン塩酸塩水和物,オキシコドン徐放カプセル４０ｍｇ「テルモ」,8119,2,N,4,2,2,４０ｍｇ１カプセル,その他,False
7406,8119002S1027,オキシコドン塩酸塩水和物,オキシコドン内服液２．５ｍｇ「日本臓器」,8119,2,S,1,2,7,２．５ｍｇ２．５ｍＬ１包,後発,False
7407,8119002S2023,オキシコドン塩酸塩水和物,オキシコドン内服液５ｍｇ「日本臓器」,8119,2,S,2,2,3,５ｍｇ２．５ｍＬ１包,後発,False
7408,8119002S3020,オキシコドン塩酸塩水和物,オキシコドン内服液１０ｍｇ「日本臓器」,8119,2,S,3,2,0,１０ｍｇ５ｍＬ１包,後発,False
7409,8119002S4026,オキシコドン塩酸塩水和物,オキシコドン内服液２０ｍｇ「日本臓器」,8119,2,S,4,2,6,２０ｍｇ５ｍＬ１包,後発,False
7410,8119003F1023,ヒドロモルフォン塩酸塩,ナルラピド錠１ｍｇ,8119,3,F,1,2,3,１ｍｇ１錠,先発,False
7411,8119003F2020,ヒドロモルフォン塩酸塩,ナルラピド錠２ｍｇ,8119,3,F,2,2,0,２ｍｇ１錠,先発,False
7412,8119003F3026,ヒドロモルフォン塩酸塩,ナルラピド錠４ｍｇ,8119,3,F,3,2,6,４ｍｇ１錠,先発,False
7413,8119003G1029,ヒドロモルフォン塩酸塩,ナルサス錠２ｍｇ,8119,3,G,1,2,9,２ｍｇ１錠,先発,False
7414,8119003G2025,ヒドロモルフォン塩酸塩,ナルサス錠６ｍｇ,8119,3,G,2,2,5,６ｍｇ１錠,先発,False
7415,8119003G3021,ヒドロモルフォン塩酸塩,ナルサス錠１２ｍｇ,8119,3,G,3,2,1,１２ｍｇ１錠,先発,False
7416,8119003G4028,ヒドロモルフォン塩酸塩,ナルサス錠２４ｍｇ,8119,3,G,4,2,8,２４ｍｇ１錠,先発,False
7417,8119100B1018,アヘン・トコン,アヘン・トコン散,8119,100,B,1,1,8,１ｇ,その他,False
7418,8211001X1019,ペチジン塩酸塩,ペチジン塩酸塩,8211,1,X,1,1,9,１ｇ,その他,False
7419,8219001F1020,フェンタニルクエン酸塩,アブストラル舌下錠１００μｇ,8219,1,F,1,2,0,１００μｇ１錠,先発,False
7420,8219001F2026,フェンタニルクエン酸塩,アブストラル舌下錠２００μｇ,8219,1,F,2,2,6,２００μｇ１錠,先発,False
7421,8219001F3022,フェンタニルクエン酸塩,アブストラル舌下錠４００μｇ,8219,1,F,3,2,2,４００μｇ１錠,先発,False
7422,8219001K5023,フェンタニルクエン酸塩,イーフェンバッカル錠５０μｇ,8219,1,K,5,2,3,５０μｇ１錠,先発,False
7423,8219001K6020,フェンタニルクエン酸塩,イーフェンバッカル錠１００μｇ,8219,1,K,6,2,0,１００μｇ１錠,先発,False
7424,8219001K7026,フェンタニルクエン酸塩,イーフェンバッカル錠２００μｇ,8219,1,K,7,2,6,２００μｇ１錠,先発,False
7425,8219001K8022,フェンタニルクエン酸塩,イーフェンバッカル錠４００μｇ,8219,1,K,8,2,2,４００μｇ１錠,先発,False
7426,8219001K9029,フェンタニルクエン酸塩,イーフェンバッカル錠６００μｇ,8219,1,K,9,2,9,６００μｇ１錠,先発,False
7427,8219001T1023,フェンタニルクエン酸塩,イーフェンバッカル錠８００μｇ,8219,1,T,1,2,3,８００μｇ１錠,先発,False
7428,8219002F1024,メサドン塩酸塩,メサペイン錠５ｍｇ,8219,2,F,1,2,4,５ｍｇ１錠,先発,False
7429,8219002F2020,メサドン塩酸塩,メサペイン錠１０ｍｇ,8219,2,F,2,2,0,１０ｍｇ１錠,先発,False
7430,8219003G1024,タペンタドール塩酸塩,タペンタ錠２５ｍｇ,8219,3,G,1,2,4,２５ｍｇ１錠,先発,False
7431,8219003G2020,タペンタドール塩酸塩,タペンタ錠５０ｍｇ,8219,3,G,2,2,0,５０ｍｇ１錠,先発,False
7432,8219003G3027,タペンタドール塩酸塩,タペンタ錠１００ｍｇ,8219,3,G,3,2,7,１００ｍｇ１錠,先発,False
7433,1115400X1019,チオペンタールナトリウム,注射用チオペンタールナトリウム,1115,400,X,1,1,9,３００ｍｇ１管,その他,False
7434,1115400X2015,チオペンタールナトリウム,注射用チオペンタールナトリウム,1115,400,X,2,1,5,５００ｍｇ１管,その他,False
7435,1115403D3019,チアミラールナトリウム,注射用チアミラールナトリウム,1115,403,D,3,1,9,５００ｍｇ１瓶（溶解液付）,その他,False
7436,1115403D3051,チアミラールナトリウム,チトゾール注用０．５ｇ,1115,403,D,3,5,1,５００ｍｇ１瓶（溶解液付）,その他,False
7437,1115403D4015,チアミラールナトリウム,注射用チアミラールナトリウム,1115,403,D,4,1,5,３００ｍｇ１瓶（溶解液付）,その他,False
7438,1119400A1031,ケタミン塩酸塩,ケタラール静注用２００ｍｇ,1119,400,A,1,3,1,２００ｍｇ２０ｍＬ１瓶,先発,False
7439,1119400A2038,ケタミン塩酸塩,ケタラール筋注用５００ｍｇ,1119,400,A,2,3,8,５００ｍｇ１０ｍＬ１瓶,先発,False
7440,1119400A3026,ケタミン塩酸塩,ケタラール静注用５０ｍｇ,1119,400,A,3,2,6,５０ｍｇ５ｍＬ１管,先発,False
7441,1119401A1036,ドロペリドール,ドロレプタン注射液２５ｍｇ,1119,401,A,1,3,6,２．５ｍｇ１ｍＬバイアル,先発,False
7442,1119402A1022,プロポフォール,１％ディプリバン注,1119,402,A,1,2,2,２００ｍｇ２０ｍＬ１管,先発,False
7443,1119402A1073,プロポフォール,プロポフォール１％静注２０ｍＬ「日医工」,1119,402,A,1,7,3,２００ｍｇ２０ｍＬ１管,その他,False
7444,1119402A1103,プロポフォール,プロポフォール静注１％２０ｍＬ「ＦＫ」,1119,402,A,1,10,3,２００ｍｇ２０ｍＬ１管,その他,False
7445,1119402A1120,プロポフォール,プロポフォール静注１％２０ｍＬ「マルイシ」,1119,402,A,1,12,0,２００ｍｇ２０ｍＬ１管,その他,False
7446,1119402A1138,プロポフォール,プロポフォール１％静注２０ｍＬ「ＶＴＲＳ」,1119,402,A,1,13,8,２００ｍｇ２０ｍＬ１管,その他,False
7447,1119402A2029,プロポフォール,１％ディプリバン注,1119,402,A,2,2,9,５００ｍｇ５０ｍＬ１瓶,先発,False
7448,1119402A2100,プロポフォール,プロポフォール１％静注５０ｍＬ「日医工」,1119,402,A,2,10,0,５００ｍｇ５０ｍＬ１瓶,その他,False
7449,1119402A2134,プロポフォール,プロポフォール静注１％５０ｍＬ「ＦＫ」,1119,402,A,2,13,4,５００ｍｇ５０ｍＬ１瓶,その他,False
7450,1119402A2150,プロポフォール,プロポフォール静注１％５０ｍＬ「マルイシ」,1119,402,A,2,15,0,５００ｍｇ５０ｍＬ１瓶,その他,False
7451,1119402A2169,プロポフォール,プロポフォール１％静注５０ｍＬ「ＶＴＲＳ」,1119,402,A,2,16,9,５００ｍｇ５０ｍＬ１瓶,その他,False
7452,1119402A3033,プロポフォール,１％ディプリバン注,1119,402,A,3,3,3,１ｇ１００ｍＬ１瓶,先発,False
7453,1119402A3050,プロポフォール,プロポフォール１％静注１００ｍＬ「日医工」,1119,402,A,3,5,0,１ｇ１００ｍＬ１瓶,その他,False
7454,1119402A3084,プロポフォール,プロポフォール静注１％１００ｍＬ「ＦＫ」,1119,402,A,3,8,4,１ｇ１００ｍＬ１瓶,その他,False
7455,1119402A3106,プロポフォール,プロポフォール静注１％１００ｍＬ「マルイシ」,1119,402,A,3,10,6,１ｇ１００ｍＬ１瓶,その他,False
7456,1119402A3114,プロポフォール,プロポフォール１％静注１００ｍＬ「ＶＴＲＳ」,1119,402,A,3,11,4,１ｇ１００ｍＬ１瓶,その他,False
7457,1119402A5036,プロポフォール,プロポフォール静注２％５０ｍＬ「マルイシ」,1119,402,A,5,3,6,１ｇ５０ｍＬ１瓶,その他,False
7458,1119402G1025,プロポフォール,１％ディプリバン注－キット,1119,402,G,1,2,5,２００ｍｇ２０ｍＬ１筒,先発,False
7459,1119402G2021,プロポフォール,１％ディプリバン注－キット,1119,402,G,2,2,1,５００ｍｇ５０ｍＬ１筒,先発,False
7460,1119403F1024,レミマゾラムベシル酸塩,アネレム静注用５０ｍｇ,1119,403,F,1,2,4,５０ｍｇ１瓶,先発,False
7461,1124400A1058,フルニトラゼパム,サイレース静注２ｍｇ,1124,400,A,1,5,8,２ｍｇ１管,先発,False
7462,1124401A1010,ミダゾラム,ミダゾラム１０ｍｇ２ｍＬ注射液,1124,401,A,1,1,0,１０ｍｇ２ｍＬ１管,その他,False
7463,1124401A1052,ミダゾラム,ドルミカム注射液１０ｍｇ,1124,401,A,1,5,2,１０ｍｇ２ｍＬ１管,先発,False
7464,1124401A1095,ミダゾラム,ミダゾラム注射液１０ｍｇ「ＮＩＧ」,1124,401,A,1,9,5,１０ｍｇ２ｍＬ１管,その他,False
7465,1124402A1030,ジアゼパム,セルシン注射液５ｍｇ,1124,402,A,1,3,0,５ｍｇ１管,先発,False
7466,1124402A1057,ジアゼパム,ジアゼパム注射液５ｍｇ「ＮＩＧ」,1124,402,A,1,5,7,５ｍｇ１管,後発,False
7467,1124402A2045,ジアゼパム,ホリゾン注射液１０ｍｇ,1124,402,A,2,4,5,１０ｍｇ１管,先発,False
7468,1124402A2053,ジアゼパム,セルシン注射液１０ｍｇ,1124,402,A,2,5,3,１０ｍｇ１管,先発,False
7469,1124402A2070,ジアゼパム,ジアゼパム注射液１０ｍｇ「ＮＩＧ」,1124,402,A,2,7,0,１０ｍｇ１管,後発,False
7470,1125402A1054,フェノバルビタール,フェノバール注射液１００ｍｇ,1125,402,A,1,5,4,１０％１ｍＬ１管,その他,False
7471,1129400A1054,デクスメデトミジン塩酸塩,プレセデックス静注液２００μｇ「ファイザー」,1129,400,A,1,5,4,２００μｇ２ｍＬ１瓶,先発,False
7472,1129400A1062,デクスメデトミジン塩酸塩,デクスメデトミジン静注液２００μｇ「サンド」,1129,400,A,1,6,2,２００μｇ２ｍＬ１瓶,後発,False
7473,1129400A1070,デクスメデトミジン塩酸塩,デクスメデトミジン静注液２００μｇ「ニプロ」,1129,400,A,1,7,0,２００μｇ２ｍＬ１瓶,後発,False
7474,1129400G1022,デクスメデトミジン塩酸塩,プレセデックス静注液２００μｇ／５０ｍＬシリンジ「ファイザー」,1129,400,G,1,2,2,２００μｇ５０ｍＬ１筒,先発,False
7475,1129400G1049,デクスメデトミジン塩酸塩,デクスメデトミジン静注液２００μｇ／５０ｍＬシリンジ「ニプロ」,1129,400,G,1,4,9,２００μｇ５０ｍＬ１筒,後発,False
7476,1132400A1033,フェニトインナトリウム,アレビアチン注２５０ｍｇ,1132,400,A,1,3,3,５％５ｍＬ１管,先発,False
7477,1132401A1020,ホスフェニトインナトリウム水和物,ホストイン静注７５０ｍｇ,1132,401,A,1,2,0,７５０ｍｇ１０ｍＬ１瓶,先発,False
7478,1139400F1023,フェノバルビタールナトリウム,ノーベルバール静注用２５０ｍｇ,1139,400,F,1,2,3,２５０ｍｇ１瓶,先発,False
7479,1139401A1020,ミダゾラム,ミダフレッサ静注０．１％,1139,401,A,1,2,0,１０ｍｇ１０ｍＬ１瓶,先発,False
7480,1139402A1025,レベチラセタム,イーケプラ点滴静注５００ｍｇ,1139,402,A,1,2,5,５００ｍｇ５ｍＬ１瓶,先発,False
7481,1139402A2021,レベチラセタム,レベチラセタム点滴静注５００ｍｇ「アメル」,1139,402,A,2,2,1,５００ｍｇ５ｍＬ１管,後発,False
7482,1139402A2030,レベチラセタム,レベチラセタム点滴静注５００ｍｇ「日新」,1139,402,A,2,3,0,５００ｍｇ５ｍＬ１管,後発,False
7483,1139402A2048,レベチラセタム,レベチラセタム点滴静注５００ｍｇ「明治」,1139,402,A,2,4,8,５００ｍｇ５ｍＬ１管,後発,False
7484,1139403A1020,ロラゼパム,ロラピタ静注２ｍｇ,1139,403,A,1,2,0,２ｍｇ１ｍＬ１瓶,先発,False
7485,1139404A1024,ラコサミド,ビムパット点滴静注２００ｍｇ,1139,404,A,1,2,4,２００ｍｇ２０ｍＬ１瓶,先発,False
7486,1139404A2020,ラコサミド,ビムパット点滴静注１００ｍｇ,1139,404,A,2,2,0,１００ｍｇ１０ｍＬ１瓶,先発,False
7487,1139405D1025,ペランパネル水和物,フィコンパ点滴静注用２ｍｇ,1139,405,D,1,2,5,２ｍｇ１瓶,先発,False
7488,1139406A1023,ブリーバラセタム,ブリィビアクト静注２５ｍｇ,1139,406,A,1,2,3,２５ｍｇ２．５ｍＬ１瓶,先発,False
7489,1141400A2020,アセトアミノフェン,アセリオ静注液１０００ｍｇバッグ,1141,400,A,2,2,0,１，０００ｍｇ１００ｍＬ１袋,先発,False
7490,1143400A2149,サリチル酸ナトリウム,サリチル酸ナトリウム静注０．５ｇ「日新」,1143,400,A,2,14,9,５％１０ｍＬ１管,後発,False
7491,1143400A2157,サリチル酸ナトリウム,サリチル酸Ｎａ静注０．５ｇ「イセイ」,1143,400,A,2,15,7,５％１０ｍＬ１管,後発,False
7492,1144400A1018,スルピリン水和物,スルピリン注射液,1144,400,A,1,1,8,１０％２ｍＬ１管,その他,False
7493,1144400A2014,スルピリン水和物,スルピリン注射液,1144,400,A,2,1,4,２５％１ｍＬ１管,その他,False
7494,1144400A3010,スルピリン水和物,スルピリン注射液,1144,400,A,3,1,0,２５％２ｍＬ１管,その他,False
7495,1144400A4017,スルピリン水和物,スルピリン注射液,1144,400,A,4,1,7,５０％１ｍＬ１管,その他,False
7496,1149400A1049,トラマドール塩酸塩,トラマール注１００,1149,400,A,1,4,9,１００ｍｇ１管,先発,False
7497,1149401A1027,ペンタゾシン,ソセゴン注射液１５ｍｇ,1149,401,A,1,2,7,１５ｍｇ１管,先発,False
7498,1149401A2023,ペンタゾシン,ソセゴン注射液３０ｍｇ,1149,401,A,2,2,3,３０ｍｇ１管,先発,False
7499,1149402A1013,ケトプロフェン,ケトプロフェン５０ｍｇ注射液,1149,402,A,1,1,3,５０ｍｇ１管,後発,False
7500,1149402A1056,ケトプロフェン,カピステン筋注５０ｍｇ,1149,402,A,1,5,6,５０ｍｇ１管,先発,False
7501,1149403A1050,ブプレノルフィン塩酸塩,レペタン注０．２ｍｇ,1149,403,A,1,5,0,０．２ｍｇ１管,先発,False
7502,1149403A1077,ブプレノルフィン塩酸塩,ブプレノルフィン注０．２ｍｇ「日新」,1149,403,A,1,7,7,０．２ｍｇ１管,後発,False
7503,1149403A2057,ブプレノルフィン塩酸塩,レペタン注０．３ｍｇ,1149,403,A,2,5,7,０．３ｍｇ１管,先発,False
7504,1149403A2073,ブプレノルフィン塩酸塩,ブプレノルフィン注０．３ｍｇ「日新」,1149,403,A,2,7,3,０．３ｍｇ１管,後発,False
7505,1149407A1040,フルルビプロフェンアキセチル,ロピオン静注５０ｍｇ,1149,407,A,1,4,0,５０ｍｇ５ｍＬ１管,先発,False
7506,1149500A1110,コンドロイチン硫酸エステルナトリウム・サリチル酸ナトリウム,カシワドール静注,1149,500,A,1,11,0,２０ｍＬ１管,その他,False
7507,1149500A1128,コンドロイチン硫酸エステルナトリウム・サリチル酸ナトリウム,ザルソロイチン静注２０ｍＬ,1149,500,A,1,12,8,２０ｍＬ１管,後発,False
7508,1149501A1092,コンドロイチン硫酸エステルナトリウム・サリチル酸ナトリウム,ザルチロン注,1149,501,A,1,9,2,１０ｍＬ１管,後発,False
7509,1149501A1130,コンドロイチン硫酸エステルナトリウム・サリチル酸ナトリウム,ザルソロイチン静注１０ｍＬ,1149,501,A,1,13,0,１０ｍＬ１管,後発,False
7510,1149501A1149,コンドロイチン硫酸エステルナトリウム・サリチル酸ナトリウム,ヤスラミン配合静注,1149,501,A,1,14,9,１０ｍＬ１管,後発,False
7511,1149502A1038,サリチル酸ナトリウム・ジブカイン配合剤,ジブカルソー注,1149,502,A,1,3,8,２ｍＬ１管,後発,False
7512,1149502A1089,サリチル酸ナトリウム・ジブカイン配合剤,ネオビタカイン注２ｍＬ,1149,502,A,1,8,9,２ｍＬ１管,その他,False
7513,1149502A1097,サリチル酸ナトリウム・ジブカイン配合剤,タイオゼット注２ｍＬ,1149,502,A,1,9,7,２ｍＬ１管,後発,False
7514,1149502A1100,サリチル酸ナトリウム・ジブカイン配合剤,ジカベリン注２ｍＬ,1149,502,A,1,10,0,２ｍＬ１管,後発,False
7515,1149502G1022,サリチル酸ナトリウム・ジブカイン配合剤,ネオビタカイン注シリンジ２ｍＬ,1149,502,G,1,2,2,２ｍＬ１筒,その他,False
7516,1149503A1016,サリチル酸ナトリウム・ジブカイン配合剤,サリチル酸ナトリウム・ジブカイン配合５ｍＬ注射液,1149,503,A,1,1,6,５ｍＬ１管,後発,False
7517,1149503A1032,サリチル酸ナトリウム・ジブカイン配合剤,ジブカルソー注,1149,503,A,1,3,2,５ｍＬ１管,後発,False
7518,1149503A1083,サリチル酸ナトリウム・ジブカイン配合剤,ネオビタカイン注５ｍＬ,1149,503,A,1,8,3,５ｍＬ１管,その他,False
7519,1149503G1027,サリチル酸ナトリウム・ジブカイン配合剤,ネオビタカイン注シリンジ５ｍＬ,1149,503,G,1,2,7,５ｍＬ１筒,その他,False
7520,1149601A1031,ワクシニアウイルス接種家兎炎症皮膚抽出液,ノイロトロピン注射液１．２単位,1149,601,A,1,3,1,１ｍＬ１管,その他,False
7521,1149601A2062,ワクシニアウイルス接種家兎炎症皮膚抽出液,ノイロトロピン注射液３．６単位,1149,601,A,2,6,2,３ｍＬ１管,その他,False
7522,1162400A1059,乳酸ビペリデン,アキネトン注射液５ｍｇ,1162,400,A,1,5,9,０．５％１ｍＬ１管,その他,False
7523,1162400A1067,乳酸ビペリデン,乳酸ビペリデン注５ｍｇ「ヨシトミ」,1162,400,A,1,6,7,０．５％１ｍＬ１管,後発,False
7524,1164400A1045,レボドパ,ドパストン静注２５ｍｇ,1164,400,A,1,4,5,０．２５％１０ｍＬ１管,先発,False
7525,1164400A2041,レボドパ,ドパストン静注５０ｍｇ,1164,400,A,2,4,1,０．２５％２０ｍＬ１管,先発,False
7526,1169400G1028,アポモルヒネ塩酸塩水和物,アポカイン皮下注３０ｍｇ,1169,400,G,1,2,8,３０ｍｇ３ｍＬ１筒,先発,False
7527,1169500A1023,ホスレボドパ・ホスカルビドパ水和物,ヴィアレブ配合持続皮下注,1169,500,A,1,2,3,１０ｍＬ１瓶,先発,False
7528,1171400A1015,クロルプロマジン塩酸塩,クロルプロマジン塩酸塩注射液,1171,400,A,1,1,5,０．５％２ｍＬ１管,その他,False
7529,1171400A2011,クロルプロマジン塩酸塩,クロルプロマジン塩酸塩注射液,1171,400,A,2,1,1,０．５％５ｍＬ１管,その他,False
7530,1171400A3018,クロルプロマジン塩酸塩,クロルプロマジン塩酸塩注射液,1171,400,A,3,1,8,１％５ｍＬ１管,その他,False
7531,1172402A1046,塩酸ペルフェナジン,ピーゼットシー筋注２ｍｇ,1172,402,A,1,4,6,０．２％１ｍＬ１管,その他,False
7532,1172403A1040,レボメプロマジン塩酸塩,レボトミン筋注２５ｍｇ,1172,403,A,1,4,0,２．５％１ｍＬ１管,その他,False
7533,1172403A1059,レボメプロマジン塩酸塩,ヒルナミン筋注２５ｍｇ,1172,403,A,1,5,9,２．５％１ｍＬ１管,その他,False
7534,1172404A1037,プロクロルペラジン,ノバミン筋注５ｍｇ,1172,404,A,1,3,7,０．５％１ｍＬ１管,その他,False
7535,1172405A1031,フルフェナジンデカン酸エステル,フルデカシン筋注２５ｍｇ,1172,405,A,1,3,1,２５ｍｇ１ｍＬ１瓶,先発,False
7536,1174401A1038,クロミプラミン塩酸塩,アナフラニール点滴静注液２５ｍｇ,1174,401,A,1,3,8,２５ｍｇ１管,先発,False
7537,1179401A1026,ヒドロキシジン塩酸塩,アタラックス－Ｐ注射液（２５ｍｇ／ｍｌ）,1179,401,A,1,2,6,２．５％１ｍＬ１管,その他,False
7538,1179401A2022,ヒドロキシジン塩酸塩,アタラックス－Ｐ注射液（５０ｍｇ／ｍｌ）,1179,401,A,2,2,2,５％１ｍＬ１管,その他,False
7539,1179403A1050,スルピリド,ドグマチール筋注１００ｍｇ,1179,403,A,1,5,0,１００ｍｇ１管,先発,False
7540,1179404A1070,ハロペリドール,セレネース注５ｍｇ,1179,404,A,1,7,0,０．５％１ｍＬ１管,その他,False
7541,1179404A1097,ハロペリドール,ハロペリドール注５ｍｇ「ヨシトミ」,1179,404,A,1,9,7,０．５％１ｍＬ１管,後発,False
7542,1179405A1032,チミペロン,トロペロン注４ｍｇ,1179,405,A,1,3,2,４ｍｇ２ｍＬ１管,先発,False
7543,1179406A1037,ハロペリドールデカン酸エステル,ハロマンス注５０ｍｇ,1179,406,A,1,3,7,５０ｍｇ１ｍＬ１管,先発,False
7544,1179406A2033,ハロペリドールデカン酸エステル,ハロマンス注１００ｍｇ,1179,406,A,2,3,3,１００ｍｇ１ｍＬ１管,先発,False
7545,1179407G1026,リスペリドン,リスパダール　コンスタ筋注用２５ｍｇ,1179,407,G,1,2,6,２５ｍｇ１キット（懸濁用液付）,先発,False
7546,1179407G2022,リスペリドン,リスパダール　コンスタ筋注用３７．５ｍｇ,1179,407,G,2,2,2,３７．５ｍｇ１キット（懸濁用液付）,先発,False
7547,1179407G3029,リスペリドン,リスパダール　コンスタ筋注用５０ｍｇ,1179,407,G,3,2,9,５０ｍｇ１キット（懸濁用液付）,先発,False
7548,1179408E1020,オランザピン,ジプレキサ筋注用１０ｍｇ,1179,408,E,1,2,0,１０ｍｇ１瓶,先発,False
7549,1179409G1025,パリペリドンパルミチン酸エステル,ゼプリオン水懸筋注２５ｍｇシリンジ,1179,409,G,1,2,5,２５ｍｇ１キット,先発,False
7550,1179409G2021,パリペリドンパルミチン酸エステル,ゼプリオン水懸筋注５０ｍｇシリンジ,1179,409,G,2,2,1,５０ｍｇ１キット,先発,False
7551,1179409G3028,パリペリドンパルミチン酸エステル,ゼプリオン水懸筋注７５ｍｇシリンジ,1179,409,G,3,2,8,７５ｍｇ１キット,先発,False
7552,1179409G4024,パリペリドンパルミチン酸エステル,ゼプリオン水懸筋注１００ｍｇシリンジ,1179,409,G,4,2,4,１００ｍｇ１キット,先発,False
7553,1179409G5020,パリペリドンパルミチン酸エステル,ゼプリオン水懸筋注１５０ｍｇシリンジ,1179,409,G,5,2,0,１５０ｍｇ１キット,先発,False
7554,1179409G6027,パリペリドンパルミチン酸エステル,ゼプリオンＴＲＩ水懸筋注１７５ｍｇシリンジ,1179,409,G,6,2,7,１７５ｍｇ１キット,先発,False
7555,1179409G7023,パリペリドンパルミチン酸エステル,ゼプリオンＴＲＩ水懸筋注２６３ｍｇシリンジ,1179,409,G,7,2,3,２６３ｍｇ１キット,先発,False
7556,1179409G8020,パリペリドンパルミチン酸エステル,ゼプリオンＴＲＩ水懸筋注３５０ｍｇシリンジ,1179,409,G,8,2,0,３５０ｍｇ１キット,先発,False
7557,1179409G9026,パリペリドンパルミチン酸エステル,ゼプリオンＴＲＩ水懸筋注５２５ｍｇシリンジ,1179,409,G,9,2,6,５２５ｍｇ１キット,先発,False
7558,1179410E1027,アリピプラゾール水和物,エビリファイ持続性水懸筋注用３００ｍｇ,1179,410,E,1,2,7,３００ｍｇ１瓶（懸濁用液付）,先発,False
7559,1179410E2023,アリピプラゾール水和物,エビリファイ持続性水懸筋注用４００ｍｇ,1179,410,E,2,2,3,４００ｍｇ１瓶（懸濁用液付）,先発,False
7560,1179410G1028,アリピプラゾール水和物,エビリファイ持続性水懸筋注用３００ｍｇシリンジ,1179,410,G,1,2,8,３００ｍｇ１キット,先発,False
7561,1179410G2024,アリピプラゾール水和物,エビリファイ持続性水懸筋注用４００ｍｇシリンジ,1179,410,G,2,2,4,４００ｍｇ１キット,先発,False
7562,1190401A1015,エダラボン,エダラボン３０ｍｇ２０ｍＬ注射液,1190,401,A,1,1,5,３０ｍｇ２０ｍＬ１管,後発,False
7563,1190401A1023,エダラボン,ラジカット注３０ｍｇ,1190,401,A,1,2,3,３０ｍｇ２０ｍＬ１管,先発,False
7564,1190401A1155,エダラボン,エダラボン点滴静注液３０ｍｇ「ＮＳ」,1190,401,A,1,15,5,３０ｍｇ２０ｍＬ１管,後発,False
7565,1190401A1171,エダラボン,エダラボン点滴静注液３０ｍｇ「ケミファ」,1190,401,A,1,17,1,３０ｍｇ２０ｍＬ１管,後発,False
7566,1190401A1201,エダラボン,エダラボン点滴静注液３０ｍｇ「日医工」,1190,401,A,1,20,1,３０ｍｇ２０ｍＬ１管,後発,False
7567,1190401A2011,エダラボン,エダラボン３０ｍｇ２０ｍＬ注射液,1190,401,A,2,1,1,３０ｍｇ２０ｍＬ１瓶,後発,False
7568,1190401G1018,エダラボン,エダラボン３０ｍｇ１００ｍＬキット,1190,401,G,1,1,8,３０ｍｇ１００ｍＬ１キット,後発,False
7569,1190401G1026,エダラボン,ラジカット点滴静注バッグ３０ｍｇ,1190,401,G,1,2,6,３０ｍｇ１００ｍＬ１キット,先発,False
7570,1190401G1042,エダラボン,エダラボン点滴静注３０ｍｇバッグ「アイロム」,1190,401,G,1,4,2,３０ｍｇ１００ｍＬ１キット,後発,False
7571,1190401G1050,エダラボン,エダラボン点滴静注３０ｍｇバッグ「タカタ」,1190,401,G,1,5,0,３０ｍｇ１００ｍＬ１キット,後発,False
7572,1190401G1069,エダラボン,エダラボン点滴静注液３０ｍｇバッグ「ＮＰ」,1190,401,G,1,6,9,３０ｍｇ１００ｍＬ１キット,後発,False
7573,1190401G1093,エダラボン,エダラボン点滴静注液３０ｍｇバッグ「明治」,1190,401,G,1,9,3,３０ｍｇ１００ｍＬ１キット,後発,False
